Ecol-ST-2181	Ecol-MDH-24	Ecol-GYRB-14	Ecol-RECA-19	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2182	Ecol-MDH-5	Ecol-GYRB-2	Ecol-RECA-14	Ecol-ICD-31	Ecol-PURA-16	Ecol-FUMC-26	Ecol-ADK-33
Ecol-ST-2183	Ecol-MDH-1	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-28	Ecol-PURA-1	Ecol-FUMC-334	Ecol-ADK-6
Ecol-ST-2184	Ecol-MDH-228	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-28	Ecol-PURA-1	Ecol-FUMC-31	Ecol-ADK-6
Ecol-ST-2185	Ecol-MDH-36	Ecol-GYRB-1	Ecol-RECA-29	Ecol-ICD-13	Ecol-PURA-28	Ecol-FUMC-40	Ecol-ADK-53
Ecol-ST-2186	Ecol-MDH-11	Ecol-GYRB-5	Ecol-RECA-6	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2187	Ecol-MDH-9	Ecol-GYRB-33	Ecol-RECA-6	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2188	Ecol-MDH-20	Ecol-GYRB-9	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-13	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2189	Ecol-MDH-67	Ecol-GYRB-78	Ecol-RECA-4	Ecol-ICD-87	Ecol-PURA-16	Ecol-FUMC-36	Ecol-ADK-34
Ecol-ST-2190	Ecol-MDH-24	Ecol-GYRB-47	Ecol-RECA-7	Ecol-ICD-131	Ecol-PURA-8	Ecol-FUMC-6	Ecol-ADK-9
Ecol-ST-2191	Ecol-MDH-59	Ecol-GYRB-39	Ecol-RECA-62	Ecol-ICD-29	Ecol-PURA-58	Ecol-FUMC-88	Ecol-ADK-85
Ecol-ST-2192	Ecol-MDH-17	Ecol-GYRB-12	Ecol-RECA-25	Ecol-ICD-13	Ecol-PURA-11	Ecol-FUMC-273	Ecol-ADK-76
Ecol-ST-2193	Ecol-MDH-8	Ecol-GYRB-47	Ecol-RECA-6	Ecol-ICD-44	Ecol-PURA-8	Ecol-FUMC-7	Ecol-ADK-64
Ecol-ST-2194	Ecol-MDH-15	Ecol-GYRB-15	Ecol-RECA-17	Ecol-ICD-1	Ecol-PURA-33	Ecol-FUMC-4	Ecol-ADK-31
Ecol-ST-2195	Ecol-MDH-11	Ecol-GYRB-42	Ecol-RECA-6	Ecol-ICD-18	Ecol-PURA-7	Ecol-FUMC-41	Ecol-ADK-43
Ecol-ST-2196	Ecol-MDH-229	Ecol-GYRB-45	Ecol-RECA-37	Ecol-ICD-287	Ecol-PURA-218	Ecol-FUMC-48	Ecol-ADK-51
Ecol-ST-2197	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-174	Ecol-ICD-8	Ecol-PURA-219	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2198	Ecol-MDH-5	Ecol-GYRB-41	Ecol-RECA-46	Ecol-ICD-16	Ecol-PURA-50	Ecol-FUMC-45	Ecol-ADK-20
Ecol-ST-2199	Ecol-MDH-24	Ecol-GYRB-4	Ecol-RECA-14	Ecol-ICD-43	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2200	Ecol-MDH-37	Ecol-GYRB-22	Ecol-RECA-191	Ecol-ICD-49	Ecol-PURA-41	Ecol-FUMC-50	Ecol-ADK-62
Ecol-ST-2201	Ecol-MDH-30	Ecol-GYRB-10	Ecol-RECA-13	Ecol-ICD-15	Ecol-PURA-14	Ecol-FUMC-335	Ecol-ADK-76
Ecol-ST-2202	Ecol-MDH-1	Ecol-GYRB-83	Ecol-RECA-2	Ecol-ICD-288	Ecol-PURA-1	Ecol-FUMC-31	Ecol-ADK-6
Ecol-ST-2203	Ecol-MDH-230	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-1	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2204	Ecol-MDH-9	Ecol-GYRB-4	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-221	Ecol-FUMC-8	Ecol-ADK-6
Ecol-ST-2205	Ecol-MDH-8	Ecol-GYRB-1	Ecol-RECA-6	Ecol-ICD-8	Ecol-PURA-186	Ecol-FUMC-7	Ecol-ADK-8
Ecol-ST-2206	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-3	Ecol-ICD-1	Ecol-PURA-26	Ecol-FUMC-19	Ecol-ADK-6
Ecol-ST-2207	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-222	Ecol-FUMC-174	Ecol-ADK-10
Ecol-ST-2208	Ecol-MDH-91	Ecol-GYRB-192	Ecol-RECA-142	Ecol-ICD-99	Ecol-PURA-159	Ecol-FUMC-240	Ecol-ADK-45
Ecol-ST-2209	Ecol-MDH-7	Ecol-GYRB-4	Ecol-RECA-6	Ecol-ICD-10	Ecol-PURA-8	Ecol-FUMC-35	Ecol-ADK-6
Ecol-ST-2210	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-6	Ecol-ICD-8	Ecol-PURA-18	Ecol-FUMC-7	Ecol-ADK-70
Ecol-ST-2211	Ecol-MDH-96	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2212	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-73	Ecol-ICD-279	Ecol-PURA-205	Ecol-FUMC-11	Ecol-ADK-232
Ecol-ST-2213	Ecol-MDH-24	Ecol-GYRB-4	Ecol-RECA-65	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-157
Ecol-ST-2214	Ecol-MDH-97	Ecol-GYRB-67	Ecol-RECA-4	Ecol-ICD-6	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-21
Ecol-ST-2215	Ecol-MDH-97	Ecol-GYRB-41	Ecol-RECA-170	Ecol-ICD-43	Ecol-PURA-32	Ecol-FUMC-45	Ecol-ADK-20
Ecol-ST-2216	Ecol-MDH-231	Ecol-GYRB-41	Ecol-RECA-2	Ecol-ICD-43	Ecol-PURA-32	Ecol-FUMC-45	Ecol-ADK-20
Ecol-ST-2217	Ecol-MDH-24	Ecol-GYRB-32	Ecol-RECA-7	Ecol-ICD-10	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-6
Ecol-ST-2218	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-26	Ecol-ICD-37	Ecol-PURA-223	Ecol-FUMC-38	Ecol-ADK-37
Ecol-ST-2219	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-220	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2220	Ecol-MDH-42	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2221	Ecol-MDH-70	Ecol-GYRB-87	Ecol-RECA-2	Ecol-ICD-290	Ecol-PURA-58	Ecol-FUMC-4	Ecol-ADK-92
Ecol-ST-2223	Ecol-MDH-7	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-6
Ecol-ST-2224	Ecol-MDH-116	Ecol-GYRB-85	Ecol-RECA-106	Ecol-ICD-284	Ecol-PURA-149	Ecol-FUMC-170	Ecol-ADK-228
Ecol-ST-2225	Ecol-MDH-1	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-289	Ecol-PURA-1	Ecol-FUMC-31	Ecol-ADK-6
Ecol-ST-2226	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-336	Ecol-ADK-10
Ecol-ST-2227	Ecol-MDH-17	Ecol-GYRB-30	Ecol-RECA-197	Ecol-ICD-13	Ecol-PURA-25	Ecol-FUMC-39	Ecol-ADK-38
Ecol-ST-2228	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-73	Ecol-ICD-149	Ecol-PURA-13	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2229	Ecol-MDH-11	Ecol-GYRB-15	Ecol-RECA-6	Ecol-ICD-18	Ecol-PURA-224	Ecol-FUMC-41	Ecol-ADK-43
Ecol-ST-2230	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-13	Ecol-FUMC-346	Ecol-ADK-6
Ecol-ST-2235	Ecol-MDH-4	Ecol-GYRB-29	Ecol-RECA-73	Ecol-ICD-25	Ecol-PURA-28	Ecol-FUMC-40	Ecol-ADK-35
Ecol-ST-2236	Ecol-MDH-16	Ecol-GYRB-9	Ecol-RECA-9	Ecol-ICD-13	Ecol-PURA-5	Ecol-FUMC-115	Ecol-ADK-13
Ecol-ST-2237	Ecol-MDH-11	Ecol-GYRB-32	Ecol-RECA-44	Ecol-ICD-16	Ecol-PURA-10	Ecol-FUMC-29	Ecol-ADK-6
Ecol-ST-2238	Ecol-MDH-5	Ecol-GYRB-17	Ecol-RECA-39	Ecol-ICD-6	Ecol-PURA-8	Ecol-FUMC-106	Ecol-ADK-18
Ecol-ST-2240	Ecol-MDH-20	Ecol-GYRB-14	Ecol-RECA-7	Ecol-ICD-25	Ecol-PURA-62	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2241	Ecol-MDH-5	Ecol-GYRB-151	Ecol-RECA-19	Ecol-ICD-1	Ecol-PURA-5	Ecol-FUMC-26	Ecol-ADK-4
Ecol-ST-2242	Ecol-MDH-11	Ecol-GYRB-32	Ecol-RECA-2	Ecol-ICD-18	Ecol-PURA-7	Ecol-FUMC-19	Ecol-ADK-6
Ecol-ST-2243	Ecol-MDH-70	Ecol-GYRB-47	Ecol-RECA-29	Ecol-ICD-13	Ecol-PURA-28	Ecol-FUMC-4	Ecol-ADK-92
Ecol-ST-2244	Ecol-MDH-9	Ecol-GYRB-5	Ecol-RECA-6	Ecol-ICD-56	Ecol-PURA-26	Ecol-FUMC-4	Ecol-ADK-9
Ecol-ST-2245	Ecol-MDH-36	Ecol-GYRB-47	Ecol-RECA-29	Ecol-ICD-13	Ecol-PURA-28	Ecol-FUMC-4	Ecol-ADK-53
Ecol-ST-2246	Ecol-MDH-23	Ecol-GYRB-19	Ecol-RECA-10	Ecol-ICD-36	Ecol-PURA-11	Ecol-FUMC-4	Ecol-ADK-13
Ecol-ST-2247	Ecol-MDH-17	Ecol-GYRB-156	Ecol-RECA-17	Ecol-ICD-14	Ecol-PURA-25	Ecol-FUMC-4	Ecol-ADK-13
Ecol-ST-2248	Ecol-MDH-7	Ecol-GYRB-15	Ecol-RECA-7	Ecol-ICD-16	Ecol-PURA-23	Ecol-FUMC-6	Ecol-ADK-6
Ecol-ST-2249	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-18	Ecol-FUMC-6	Ecol-ADK-6
Ecol-ST-2251	Ecol-MDH-11	Ecol-GYRB-33	Ecol-RECA-6	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-6
Ecol-ST-2252	Ecol-MDH-36	Ecol-GYRB-47	Ecol-RECA-29	Ecol-ICD-13	Ecol-PURA-28	Ecol-FUMC-11	Ecol-ADK-53
Ecol-ST-2253	Ecol-MDH-7	Ecol-GYRB-4	Ecol-RECA-6	Ecol-ICD-10	Ecol-PURA-7	Ecol-FUMC-11	Ecol-ADK-6
Ecol-ST-2254	Ecol-MDH-17	Ecol-GYRB-10	Ecol-RECA-10	Ecol-ICD-200	Ecol-PURA-7	Ecol-FUMC-12	Ecol-ADK-14
Ecol-ST-2255	Ecol-MDH-112	Ecol-GYRB-159	Ecol-RECA-17	Ecol-ICD-140	Ecol-PURA-1	Ecol-FUMC-13	Ecol-ADK-6
Ecol-ST-2256	Ecol-MDH-7	Ecol-GYRB-9	Ecol-RECA-46	Ecol-ICD-273	Ecol-PURA-16	Ecol-FUMC-14	Ecol-ADK-20
Ecol-ST-2257	Ecol-MDH-17	Ecol-GYRB-259	Ecol-RECA-10	Ecol-ICD-14	Ecol-PURA-92	Ecol-FUMC-14	Ecol-ADK-14
Ecol-ST-2258	Ecol-MDH-238	Ecol-GYRB-9	Ecol-RECA-25	Ecol-ICD-22	Ecol-PURA-37	Ecol-FUMC-13	Ecol-ADK-13
Ecol-ST-2260	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-193	Ecol-ICD-22	Ecol-PURA-14	Ecol-FUMC-14	Ecol-ADK-13
Ecol-ST-2261	Ecol-MDH-17	Ecol-GYRB-9	Ecol-RECA-25	Ecol-ICD-13	Ecol-PURA-11	Ecol-FUMC-14	Ecol-ADK-36
Ecol-ST-2262	Ecol-MDH-17	Ecol-GYRB-9	Ecol-RECA-25	Ecol-ICD-13	Ecol-PURA-11	Ecol-FUMC-16	Ecol-ADK-36
Ecol-ST-2263	Ecol-MDH-11	Ecol-GYRB-259	Ecol-RECA-7	Ecol-ICD-26	Ecol-PURA-8	Ecol-FUMC-19	Ecol-ADK-6
Ecol-ST-2264	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-13	Ecol-FUMC-65	Ecol-ADK-6
Ecol-ST-2265	Ecol-MDH-9	Ecol-GYRB-5	Ecol-RECA-6	Ecol-ICD-1	Ecol-PURA-13	Ecol-FUMC-4	Ecol-ADK-9
Ecol-ST-2266	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-13	Ecol-FUMC-11	Ecol-ADK-18
Ecol-ST-2267	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-26	Ecol-ICD-37	Ecol-PURA-227	Ecol-FUMC-38	Ecol-ADK-37
Ecol-ST-2268	Ecol-MDH-36	Ecol-GYRB-47	Ecol-RECA-198	Ecol-ICD-13	Ecol-PURA-28	Ecol-FUMC-40	Ecol-ADK-53
Ecol-ST-2270	Ecol-MDH-17	Ecol-GYRB-9	Ecol-RECA-25	Ecol-ICD-13	Ecol-PURA-11	Ecol-FUMC-349	Ecol-ADK-36
Ecol-ST-2271	Ecol-MDH-24	Ecol-GYRB-155	Ecol-RECA-17	Ecol-ICD-297	Ecol-PURA-22	Ecol-FUMC-350	Ecol-ADK-87
Ecol-ST-2272	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-205	Ecol-ICD-1	Ecol-PURA-12	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2273	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-7	Ecol-ICD-298	Ecol-PURA-18	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2274	Ecol-MDH-11	Ecol-GYRB-15	Ecol-RECA-6	Ecol-ICD-21	Ecol-PURA-8	Ecol-FUMC-19	Ecol-ADK-43
Ecol-ST-2275	Ecol-MDH-8	Ecol-GYRB-257	Ecol-RECA-73	Ecol-ICD-8	Ecol-PURA-13	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2276	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-132	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2277	Ecol-MDH-5	Ecol-GYRB-2	Ecol-RECA-39	Ecol-ICD-25	Ecol-PURA-5	Ecol-FUMC-26	Ecol-ADK-4
Ecol-ST-2278	Ecol-MDH-36	Ecol-GYRB-47	Ecol-RECA-29	Ecol-ICD-13	Ecol-PURA-5	Ecol-FUMC-40	Ecol-ADK-53
Ecol-ST-2279	Ecol-MDH-36	Ecol-GYRB-47	Ecol-RECA-29	Ecol-ICD-13	Ecol-PURA-8	Ecol-FUMC-40	Ecol-ADK-53
Ecol-ST-2280	Ecol-MDH-11	Ecol-GYRB-15	Ecol-RECA-14	Ecol-ICD-246	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2281	Ecol-MDH-17	Ecol-GYRB-10	Ecol-RECA-7	Ecol-ICD-14	Ecol-PURA-25	Ecol-FUMC-52	Ecol-ADK-13
Ecol-ST-2282	Ecol-MDH-1	Ecol-GYRB-1	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-8	Ecol-FUMC-7	Ecol-ADK-8
Ecol-ST-2283	Ecol-MDH-11	Ecol-GYRB-5	Ecol-RECA-7	Ecol-ICD-231	Ecol-PURA-194	Ecol-FUMC-351	Ecol-ADK-9
Ecol-ST-2284	Ecol-MDH-8	Ecol-GYRB-14	Ecol-RECA-6	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-7	Ecol-ADK-8
Ecol-ST-2285	Ecol-MDH-23	Ecol-GYRB-272	Ecol-RECA-10	Ecol-ICD-36	Ecol-PURA-11	Ecol-FUMC-14	Ecol-ADK-13
Ecol-ST-2286	Ecol-MDH-23	Ecol-GYRB-78	Ecol-RECA-10	Ecol-ICD-36	Ecol-PURA-11	Ecol-FUMC-14	Ecol-ADK-13
Ecol-ST-2287	Ecol-MDH-59	Ecol-GYRB-272	Ecol-RECA-62	Ecol-ICD-29	Ecol-PURA-58	Ecol-FUMC-88	Ecol-ADK-85
Ecol-ST-2288	Ecol-MDH-8	Ecol-GYRB-9	Ecol-RECA-2	Ecol-ICD-220	Ecol-PURA-8	Ecol-FUMC-7	Ecol-ADK-8
Ecol-ST-2289	Ecol-MDH-16	Ecol-GYRB-5	Ecol-RECA-9	Ecol-ICD-13	Ecol-PURA-10	Ecol-FUMC-13	Ecol-ADK-13
Ecol-ST-2290	Ecol-MDH-4	Ecol-GYRB-2	Ecol-RECA-4	Ecol-ICD-4	Ecol-PURA-4	Ecol-FUMC-2	Ecol-ADK-270
Ecol-ST-2291	Ecol-MDH-4	Ecol-GYRB-2	Ecol-RECA-206	Ecol-ICD-4	Ecol-PURA-4	Ecol-FUMC-2	Ecol-ADK-4
Ecol-ST-2292	Ecol-MDH-9	Ecol-GYRB-15	Ecol-RECA-6	Ecol-ICD-18	Ecol-PURA-8	Ecol-FUMC-65	Ecol-ADK-6
Ecol-ST-2293	Ecol-MDH-8	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-1	Ecol-PURA-186	Ecol-FUMC-7	Ecol-ADK-6
Ecol-ST-2295	Ecol-MDH-8	Ecol-GYRB-14	Ecol-RECA-6	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-7	Ecol-ADK-8
Ecol-ST-2296	Ecol-MDH-6	Ecol-GYRB-1	Ecol-RECA-7	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-7	Ecol-ADK-8
Ecol-ST-2297	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-299	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2298	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-7	Ecol-ICD-300	Ecol-PURA-12	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2299	Ecol-MDH-17	Ecol-GYRB-12	Ecol-RECA-26	Ecol-ICD-37	Ecol-PURA-11	Ecol-FUMC-38	Ecol-ADK-55
Ecol-ST-2300	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-26	Ecol-ICD-16	Ecol-PURA-11	Ecol-FUMC-38	Ecol-ADK-37
Ecol-ST-2301	Ecol-MDH-8	Ecol-GYRB-163	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-13	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2302	Ecol-MDH-34	Ecol-GYRB-45	Ecol-RECA-37	Ecol-ICD-118	Ecol-PURA-42	Ecol-FUMC-48	Ecol-ADK-51
Ecol-ST-2303	Ecol-MDH-8	Ecol-GYRB-7	Ecol-RECA-20	Ecol-ICD-1	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-6
Ecol-ST-2304	Ecol-MDH-34	Ecol-GYRB-48	Ecol-RECA-37	Ecol-ICD-139	Ecol-PURA-42	Ecol-FUMC-48	Ecol-ADK-51
Ecol-ST-2305	Ecol-MDH-5	Ecol-GYRB-37	Ecol-RECA-33	Ecol-ICD-25	Ecol-PURA-16	Ecol-FUMC-140	Ecol-ADK-46
Ecol-ST-2306	Ecol-MDH-24	Ecol-GYRB-33	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-8	Ecol-FUMC-6	Ecol-ADK-36
Ecol-ST-2307	Ecol-MDH-99	Ecol-GYRB-33	Ecol-RECA-6	Ecol-ICD-136	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2308	Ecol-MDH-11	Ecol-GYRB-5	Ecol-RECA-6	Ecol-ICD-1	Ecol-PURA-8	Ecol-FUMC-65	Ecol-ADK-6
Ecol-ST-2309	Ecol-MDH-5	Ecol-GYRB-39	Ecol-RECA-19	Ecol-ICD-25	Ecol-PURA-31	Ecol-FUMC-26	Ecol-ADK-271
Ecol-ST-2310	Ecol-MDH-20	Ecol-GYRB-12	Ecol-RECA-47	Ecol-ICD-1	Ecol-PURA-12	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2311	Ecol-MDH-70	Ecol-GYRB-87	Ecol-RECA-181	Ecol-ICD-96	Ecol-PURA-58	Ecol-FUMC-4	Ecol-ADK-92
Ecol-ST-2312	Ecol-MDH-5	Ecol-GYRB-47	Ecol-RECA-19	Ecol-ICD-31	Ecol-PURA-16	Ecol-FUMC-26	Ecol-ADK-33
Ecol-ST-2313	Ecol-MDH-9	Ecol-GYRB-3	Ecol-RECA-7	Ecol-ICD-26	Ecol-PURA-8	Ecol-FUMC-23	Ecol-ADK-6
Ecol-ST-2314	Ecol-MDH-28	Ecol-GYRB-47	Ecol-RECA-4	Ecol-ICD-25	Ecol-PURA-16	Ecol-FUMC-36	Ecol-ADK-34
Ecol-ST-2315	Ecol-MDH-9	Ecol-GYRB-32	Ecol-RECA-7	Ecol-ICD-185	Ecol-PURA-23	Ecol-FUMC-8	Ecol-ADK-6
Ecol-ST-2316	Ecol-MDH-70	Ecol-GYRB-87	Ecol-RECA-2	Ecol-ICD-95	Ecol-PURA-58	Ecol-FUMC-231	Ecol-ADK-92
Ecol-ST-2317	Ecol-MDH-12	Ecol-GYRB-159	Ecol-RECA-12	Ecol-ICD-44	Ecol-PURA-1	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2318	Ecol-MDH-5	Ecol-GYRB-39	Ecol-RECA-19	Ecol-ICD-25	Ecol-PURA-8	Ecol-FUMC-26	Ecol-ADK-6
Ecol-ST-2319	Ecol-MDH-138	Ecol-GYRB-5	Ecol-RECA-6	Ecol-ICD-83	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-64
Ecol-ST-2320	Ecol-MDH-9	Ecol-GYRB-15	Ecol-RECA-7	Ecol-ICD-18	Ecol-PURA-18	Ecol-FUMC-4	Ecol-ADK-80
Ecol-ST-2321	Ecol-MDH-5	Ecol-GYRB-17	Ecol-RECA-4	Ecol-ICD-6	Ecol-PURA-5	Ecol-FUMC-106	Ecol-ADK-43
Ecol-ST-2322	Ecol-MDH-9	Ecol-GYRB-4	Ecol-RECA-7	Ecol-ICD-18	Ecol-PURA-26	Ecol-FUMC-263	Ecol-ADK-6
Ecol-ST-2323	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-181	Ecol-ICD-8	Ecol-PURA-2	Ecol-FUMC-89	Ecol-ADK-159
Ecol-ST-2324	Ecol-MDH-240	Ecol-GYRB-250	Ecol-RECA-182	Ecol-ICD-27	Ecol-PURA-232	Ecol-FUMC-352	Ecol-ADK-203
Ecol-ST-2325	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-6	Ecol-ICD-8	Ecol-PURA-18	Ecol-FUMC-7	Ecol-ADK-8
Ecol-ST-2326	Ecol-MDH-61	Ecol-GYRB-3	Ecol-RECA-6	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2327	Ecol-MDH-24	Ecol-GYRB-15	Ecol-RECA-7	Ecol-ICD-18	Ecol-PURA-18	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2328	Ecol-MDH-11	Ecol-GYRB-3	Ecol-RECA-6	Ecol-ICD-18	Ecol-PURA-122	Ecol-FUMC-95	Ecol-ADK-6
Ecol-ST-2329	Ecol-MDH-7	Ecol-GYRB-33	Ecol-RECA-7	Ecol-ICD-18	Ecol-PURA-8	Ecol-FUMC-6	Ecol-ADK-9
Ecol-ST-2330	Ecol-MDH-11	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-18	Ecol-PURA-8	Ecol-FUMC-29	Ecol-ADK-272
Ecol-ST-2331	Ecol-MDH-30	Ecol-GYRB-273	Ecol-RECA-13	Ecol-ICD-13	Ecol-PURA-115	Ecol-FUMC-14	Ecol-ADK-273
Ecol-ST-2332	Ecol-MDH-24	Ecol-GYRB-96	Ecol-RECA-6	Ecol-ICD-1	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-274
Ecol-ST-2333	Ecol-MDH-9	Ecol-GYRB-274	Ecol-RECA-7	Ecol-ICD-9	Ecol-PURA-73	Ecol-FUMC-6	Ecol-ADK-6
Ecol-ST-2334	Ecol-MDH-8	Ecol-GYRB-275	Ecol-RECA-2	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-23	Ecol-ADK-10
Ecol-ST-2336	Ecol-MDH-7	Ecol-GYRB-277	Ecol-RECA-7	Ecol-ICD-45	Ecol-PURA-3	Ecol-FUMC-23	Ecol-ADK-100
Ecol-ST-2337	Ecol-MDH-67	Ecol-GYRB-39	Ecol-RECA-4	Ecol-ICD-87	Ecol-PURA-233	Ecol-FUMC-36	Ecol-ADK-34
Ecol-ST-2338	Ecol-MDH-9	Ecol-GYRB-5	Ecol-RECA-6	Ecol-ICD-18	Ecol-PURA-234	Ecol-FUMC-6	Ecol-ADK-6
Ecol-ST-2339	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-207	Ecol-ICD-8	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2340	Ecol-MDH-24	Ecol-GYRB-4	Ecol-RECA-208	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-2341	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-52	Ecol-PURA-8	Ecol-FUMC-11	Ecol-ADK-10
Ecol-ST-2342	Ecol-MDH-42	Ecol-GYRB-5	Ecol-RECA-164	Ecol-ICD-10	Ecol-PURA-1	Ecol-FUMC-27	Ecol-ADK-10
Ecol-ST-2343	Ecol-MDH-42	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-10	Ecol-PURA-8	Ecol-FUMC-27	Ecol-ADK-10
Ecol-ST-2344	Ecol-MDH-42	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-10	Ecol-PURA-9	Ecol-FUMC-27	Ecol-ADK-10
Ecol-ST-2345	Ecol-MDH-8	Ecol-GYRB-4	Ecol-RECA-2	Ecol-ICD-12	Ecol-PURA-18	Ecol-FUMC-7	Ecol-ADK-10
Ecol-ST-2346	Ecol-MDH-91	Ecol-GYRB-13	Ecol-RECA-25	Ecol-ICD-150	Ecol-PURA-14	Ecol-FUMC-15	Ecol-ADK-129
